year,lower,median,upper
1888,-1.1875,-0.0625,1.25
1889,-0.3125,0.8125,2.125
1890,-2.5625,-1.375,-0.125
1891,-1.875,-0.6875,0.5625
1892,-1.3125,-0.1875,1.125
1893,-2.8125,-1.625,-0.375
1894,-2.125,-1,0.3125
1895,-1.5625,-0.4375,0.875
1896,-0.75,0.375,1.6875
1897,-0.5625,0.5625,1.875
1898,-2.0625,-0.875,0.375
1899,-2.625,-1.4375,-0.1875
1900,-1.125,-0,1.3125
1901,-1.375,-0.1875,1.125
1902,-2.4375,-1.25,0.0625
1903,-0.375,0.75,2.0625
1904,-2,-0.8125,0.4375
1905,-0.625,0.5625,1.875
1906,-0.5,0.625,1.9375
1907,-0.625,0.5625,1.875
1908,-0.75,0.375,1.75
1909,-2.1875,-1,0.3125
1910,-2.4375,-1.3125,0
1911,-2.25,-1.0625,0.25
1912,-0.6875,0.5,1.75
1913,-1.6875,-0.5625,0.75
1914,-0.0625,1.125,2.4375
1915,-0.6875,0.5,1.75
1916,-2.4375,-1.25,0.0625
1917,-3.6875,-2.5,-1.1875
1918,-2.5625,-1.375,-0.125
1919,-0.0625,1.125,2.4375
1920,-0,1.1875,2.5
1921,-1.3125,-0.125,1.125
1922,-1.6875,-0.5625,0.75
1923,-1.5625,-0.375,0.875
1924,-1.0625,0.0625,1.375
1925,-2.5,-1.375,-0.0625
1926,-0.8125,0.3125,1.625
1927,-2.25,-1.0625,0.1875
1928,-1.8125,-0.625,0.6875
1929,-2.1875,-1,0.3125
1930,-0.875,0.25,1.5625
1931,-0.3125,0.875,2.1875
1932,-1.5,-0.375,0.9375
1933,-1.625,-0.4375,0.8125
1934,-2.1875,-1,0.25
1935,-1.1875,0,1.25
1936,-1.75,-0.625,0.6875
1937,-1,0.1875,1.4375
1938,-1.5,-0.375,0.9375
1939,-2,-0.875,0.4375
1940,-1.5625,-0.375,0.9375
1941,0,1.125,2.4375
1942,-0.6875,0.4375,1.75
1943,-2,-0.875,0.4375
1944,-1.75,-0.5625,0.6875
1945,-1.25,-0.125,1.1875
1946,-2.0625,-0.875,0.4375
1947,-1.5,-0.3125,1
1948,-2.0625,-0.875,0.375
1949,-1.8125,-0.625,0.625
1950,-2.125,-1,0.3125
1951,-2.3125,-1.125,0.125
1952,-0.6875,0.5,1.8125
1953,-2.0625,-0.875,0.375
1954,-1.6875,-0.5625,0.75
1955,-2,-0.8125,0.5
1956,-2.75,-1.5625,-0.3125
1957,-1.4375,-0.3125,1
1958,0.0625,1.25,2.5625
1959,-1.125,0.0625,1.3125
1960,-1.3125,-0.125,1.1875
1961,-1.6875,-0.5,0.75
1962,-2.125,-0.9375,0.3125
1963,-1.875,-0.6875,0.5625
1964,-0.5625,0.5625,1.875
1965,-1.625,-0.4375,0.8125
1966,-0.6875,0.4375,1.75
1967,-1.5625,-0.375,0.875
1968,-1.4375,-0.25,1.0625
1969,-0.3125,0.875,2.1875
1970,-1.625,-0.4375,0.875
1971,-3.4375,-2.25,-1
1972,-1.4375,-0.25,1
1973,0,1.125,2.4375
1974,-2.75,-1.5625,-0.25
1975,-1.8125,-0.625,0.6875
1976,-2.25,-1.0625,0.1875
1977,-1.0625,0.0625,1.375
1978,-1.3125,-0.1875,1.125
1979,-0.25,0.9375,2.1875
1980,-0.6875,0.5,1.75
1981,-1.125,0.0625,1.3125
1982,-1,0.1875,1.4375
1983,0.0625,1.1875,2.5
1984,-1.875,-0.6875,0.625
1985,-1.25,-0.125,1.1875
1986,-0.9375,0.1875,1.5
1987,0.75,1.9375,3.25
1988,-0.125,1.0625,2.3125
1989,-1.75,-0.5625,0.75
1990,-1.5,-0.3125,0.9375
1991,-0.1875,0.9375,2.25
1992,1.0625,2.25,3.5625
1993,0.75,1.9375,3.25
1994,-0.4375,0.75,2.0625
1995,-0.5,0.6875,1.9375
1996,-1.875,-0.6875,0.5625
1997,-0.875,0.3125,1.625
1998,1,2.1875,3.5
1999,-2.0625,-0.75,0.5625
2000,-1.6875,-0.375,1
