year,nino34
1919,1.0456406730987
1920,-0.296591458662727
1921,-0.664398280142757
1922,-0.112378930158177
1923,0.638698666063435
1924,-0.381033031434956
1925,0.288111254152021
1926,-0.00154608997578459
1927,-0.441088770309083
1928,-0.33693925303194
1929,0.286864046716179
1930,1.30002854240714
1931,0.191585100556674
1932,-0.376266760682432
1933,-0.837633101645638
1934,-0.295835167420888
1935,-0.179153219465681
1936,0.0839862547388396
1937,-0.237369331811696
1938,-0.278543158231291
1939,0.406967242155177
1940,1.30990012272427
1941,1.23655546179566
1942,-0.189073959841063
1943,-0.833014342492462
1944,-0.321016213698881
1945,-0.436925717475014
1946,0.23852753610428
1947,-0.00558389536370266
1948,0.207752282704228
1949,-0.606860474291157
1950,-0.583789574600261
1951,0.877993860313115
1952,0.216117101385249
1953,0.39567031603254
1954,-0.685339967309743
1955,-0.938189690179742
1956,-0.516893478079859
1957,0.79648692699949
1958,1.1428120326417
1959,-0.0403680441222786
1960,-0.605448424793728
1961,0.0166486644271104
1962,-0.471881680914004
1963,0.355190598589653
1964,-0.491369029569765
1965,1.08166561239449
1966,0.138421722006562
1967,-0.424225274872973
1968,0.0557570571001399
1969,0.552550891689876
1970,-0.790166157538138
1971,-0.443599756863034
1972,1.26579619921905
1973,-0.646311740602745
1974,-0.490215815071976
1975,-1.15453637581058
1976,0.50011986589184
1977,0.389633957250505
1978,-0.0416043251228893
1979,0.202155219681994
1980,0.347563123273597
1981,-0.405018270372642
1982,0.885285648620255
1983,-0.0169914396626659
1984,-0.292643921199236
1985,-0.426330969585886
1986,0.611796906810309
1987,0.905464241759642
1988,-1.02619515506986
1989,-0.62564315707742
1990,0.166610255812666
1991,0.620891987602602
1992,0.122684079457638
1993,0.0372886388131976
1994,0.544947424275042
1995,-0.410531980939758
