year,median
1920,-0.336750461959308
1921,-0.0001984762330022
1922,0.252471037831664
1923,0.309486873413644
1924,-0.498965125446026
1925,-0.34631375484521
1926,-0.0966589072319582
1927,-0.989357924655942
1928,-0.012817423350224
1929,-0.529231601722168
1930,0.666132650616299
1931,0.239857235945689
1932,0.260580881795912
1933,-0.600551530867132
1934,-0.242554366240691
1935,-0.376192006789635
1936,0.689494371683982
1937,0.320022306815684
1938,0.0047905534548677
1939,-0.202818633036428
1940,-0.310397181731015
1941,-0.145186181957533
1942,-0.100030075887047
1943,-0.172519311279621
1944,-0.303512735985798
1945,0.0019680358552315
1946,0.0735884064150026
1947,0.279611622190077
1948,0.602322717944728
1949,0.134983959967224
1950,0.399586061181695
1951,0.447606032404019
1952,0.248964924632321
1953,-0.315750163754643
1954,-0.572708401736881
1955,0.285166561612591
1956,-0.173988528847622
1957,-0.104287272302312
1958,0.303663849418896
1959,-0.0032964592907232
1960,-0.100055591413753
1961,0.0453526930353871
1962,-0.639938762584281
1963,-0.1461875397373
1964,0.487859744577857
1965,0.339317267824877
1966,0.433486074934642
1967,0.244682745444309
1968,0.146695249405603
1969,-0.18411930883381
1970,-0.120355028622448
1971,-0.3329040513659
1972,0.448242565041976
1973,-0.0483144623103952
1974,-0.213281258467134
1975,-0.941353446023208
1976,-0.151636025428631
1977,0.617566928197544
1978,-0.0494290541262855
1979,-0.262489857162687
1980,0.886757958907409
1981,0.433931540446038
1982,0.326538489149551
1983,-1.00018064520044
1984,-0.441701503774441
1985,-0.401511612621964
1986,0.443669752670193
1987,0.783923532421388
1988,-0.514325705635632
1989,0.279624863981117
1990,0.137156620149108
1991,-0.101778650479421
1992,0.804742626529239
1993,0.45385280364752
1994,-0.532861822418979
1995,-0.130278457365103
