,date,c13,o18
1157,1934.75,-26.13,25.84
1158,1934.92,-26.49,25.95
1159,1935.08,-25.83,25.99
1160,1935.25,-25.53,23.98
1161,1935.42,-25.47,24.22
1162,1935.58,-25.49,24.31
1163,1935.75,-25.98,22.51
1164,1935.92,-25.73,24.76
1165,1936.08,-25.57,25.12
1166,1936.25,-24.95,26.14
1167,1936.42,-25.03,26.1
1168,1936.58,-25.18,26.04
1169,1936.75,-25.49,25.14
1170,1936.92,-26.3,25.12
1171,1937.25,-26.43,25.18
1172,1937.75,-25.92,25.09
1173,1938.08,-25.11,26.39
1174,1938.25,-25.17,25.15
1175,1938.42,-25.64,24.04
1176,1938.58,-25.38,24.35
1177,1938.75,-25.21,24.91
1178,1938.75,-25.67,23.03
1179,1938.92,-25.86,23.45
1180,1939.08,-25.52,25.37
1181,1939.25,-25.68,23.98
1182,1939.42,-25.94,23.31
1183,1939.58,-24.91,25.75
1184,1939.75,-24.94,26.07
1185,1939.92,-25.13,26.15
1186,1940.13,-25.92,26.13
1187,1940.38,-26.27,23.94
1188,1940.63,-25.81,26.37
1189,1940.88,-25.96,25.67
1190,1941.13,-25.93,24.72
1191,1941.38,-25.59,25.32
1192,1941.63,-25.55,24.81
1193,1941.88,-25.1,25.14
1194,1942.1,-25.75,24.32
1195,1942.3,-25.44,24.98
1196,1942.5,-25.19,24.88
1197,1942.7,-25.1,25.53
1198,1942.9,-25.46,26.36
1199,1943.5,-24.7,25.55
1200,1943.5,-25.94,25.35
1201,1944.17,-25.14,25.8
1202,1944.5,-25.13,25.88
1203,1944.83,-26.03,26.04
1204,1945.5,-25.62,26.15
1205,1946.13,-24.8,27.14
1206,1946.38,-24.93,27.66
1207,1946.63,-25.51,25.85
1208,1946.88,-25.04,26.65
1209,1947.08,-25.17,26.11
1210,1947.25,-25.01,25.96
1211,1947.42,-24.44,27.48
1212,1947.58,-25.04,26.32
1213,1947.75,-25.47,26.42
1214,1947.92,-25.16,26.7
1215,1948.13,-25.42,27.78
1216,1948.38,-25.09,29.01
1217,1948.63,-24.88,27.49
1218,1948.88,-25.32,26.78
1219,1949.13,-25.38,27.03
1220,1949.38,-25.44,27.13
1221,1949.63,-25.01,26.72
1222,1949.88,-25.1,27.76
1223,1950.1,-25.37,25.79
1224,1950.3,-25.06,26.72
1225,1950.5,-24.21,27.91
1226,1950.7,-23.75,28.33
1227,1950.9,-24.53,27.32
1228,1951.25,-25.24,27.44
1229,1951.75,-25.33,27.53
1230,1952.25,-24.87,27
1231,1952.75,-24.92,26.98
1232,1953.1,-24.01,26.06
1233,1953.3,-24.24,26.06
1234,1953.5,-24.45,26.19
1235,1953.7,-24.55,27.02
1236,1953.9,-24.47,26.49
1237,1955.5,-24.81,26.46
1238,1956.5,-25.28,25.93
1239,1957.17,-26.59,24.95
1240,1957.17,-26.24,25.5
1241,1957.5,-26.49,25.07
1242,1957.83,-25.88,26.94
1243,1958.13,-26.21,26.55
1244,1958.13,-26.19,26.15
1245,1958.38,-26.24,25.93
1246,1958.63,-26.2,26.09
1247,1958.88,-26.88,24.77
1248,1959.08,-26.12,26
1249,1959.25,-26.22,26.37
1250,1959.42,-25.8,26.87
1251,1959.58,-26.56,25.23
1252,1959.75,-25.7,25.59
1253,1959.92,-25.76,25.27
1254,1960.17,-26.01,24.26
1255,1960.5,-25.23,26.45
1256,1960.83,-25.2,25.77
1257,1961.13,-25.15,25.82
1258,1961.38,-25.19,26.26
1259,1961.38,-25.13,26.17
1260,1961.63,-25.05,25.78
1261,1961.63,-25.29,25.88
1262,1961.88,-24.83,26.03
1263,1962.08,-24.85,25.62
1264,1962.08,-25.05,25.39
1265,1962.25,-25.09,25.57
1266,1962.25,-25.09,25.36
1267,1962.42,-25.2,24.95
1268,1962.58,-25.33,25.1
1269,1962.75,-25.14,25.83
1270,1962.92,-25.18,25.19
1271,1963.25,-24.89,26.33
1272,1963.75,-24.92,25.67
1273,1964.1,-25,26.51
1274,1964.3,-25.03,25.9
1275,1964.5,-25.01,25.94
1276,1964.7,-24.94,26.54
1277,1964.9,-25.07,25.83
1278,1965.13,-25.29,26.89
1279,1965.13,-25.42,25.92
1280,1965.13,-25.33,26.41
1281,1965.38,-24.83,26.3
1282,1965.38,-25.01,26.48
1283,1965.63,-25.05,25.87
1284,1965.63,-24.95,26.22
1285,1965.88,-24.99,26.49
1286,1965.88,-24.99,26.49
1287,1965.88,-24.97,26.67
1288,1966.25,-25.43,26.2
1289,1966.75,-25.32,26.88
1290,1967.13,-24.99,26.7
1291,1967.38,-24.96,26.48
1292,1967.63,-24.96,26.37
1293,1967.88,-25.09,25.62
1294,1968.17,-25.35,25.78
1295,1968.5,-25.2,25.9
1296,1968.83,-25.21,26.07
1297,1969.17,-25.64,26.03
1298,1969.5,-25.79,25.93
1299,1969.83,-26.48,25.41
1300,1970.25,-26.68,25.5
1301,1970.75,-26.62,25.44
1302,1971.5,-26.32,24.83
1303,1972.5,-26.14,25.86
1304,1973.25,-26.37,24.96
1305,1973.75,-26.16,25.59
1306,1974.25,-26.02,25.09
1307,1974.75,-26.86,24.34
1308,1975.25,-27.35,23.92
1309,1975.75,-26.95,24.48
1310,1976.17,-26.97,24.66
1311,1976.5,-27.04,24.67
1312,1976.83,-27.03,25.42
1313,1977.25,-26.77,28.07
1314,1977.75,-27.02,25.29
1315,1978.25,-26.8,25.64
1316,1978.75,-26.93,25.45
1317,1979.5,-26.47,24.52
1318,1980.5,-26.63,26.01
1319,1980.5,-26.45,25.95
1320,1981.17,-26.73,25.05
1321,1981.5,-26.9,25.08
1322,1981.83,-26.61,26.12
1323,1982.5,-26.46,25.6
1324,1983.17,-26.45,24.99
1325,1983.5,-26.66,23.7
1326,1983.5,-26.58,23.86
1327,1983.83,-27.03,24.61
1328,1984.5,-27.24,24.68
1329,1985.25,-26.93,24.94
1330,1985.75,-27.12,24.57
1331,1986.5,-26.99,25.35
1332,1987.25,-27.04,25.03
1333,1987.75,-27.01,25.51
1334,1987.75,-27.08,25.35
1335,1988.5,-27.12,24.73
1336,1988.5,-27.22,24.87
1337,1989.17,-27.16,25.15
1338,1989.5,-26.81,25.5
1339,1989.5,-26.98,25.32
1340,1989.83,-27.19,25.68
1341,1989.83,-27.02,26.23
1342,1989.83,-27.15,25.6
1343,1990.17,-27.22,25.91
1344,1990.5,-27.15,25.35
1345,1990.5,-27.14,25.77
1346,1990.83,-26.88,25.79
1347,1991.5,-27.02,25.51
1348,1991.5,-27.11,25.42
1349,1992.17,-26.58,26.04
1350,1992.5,-26.71,26.11
1351,1992.83,-26.51,26.86
1352,1992.83,-26.53,26.57
1353,1993.5,-26.24,26.12
1354,1994.25,-26.33,25.48
1355,1994.75,-26.49,24.83
1356,1995.5,-26.42,25.59
